id,feedback,relevance,concreteness,constructive
6654,只有創建三個類別 無內容 ,1,1,0
6655,只有創建三個類別 無內容 ,1,1,0
6656,只有創建三個類別 無內容 ,1,1,0
6657,只有創建三個類別 無內容 ,1,1,0
6658,只有創建三個類別 無內容 ,1,1,0
6659,只有創建三個類別 無內容 ,1,1,0
6660,執行結果正確,1,1,0
6661,編譯成功,0,0,0
6662,排版整齊,1,0,0
6663,括號一致,0,0,0
6664,變數命名符合標準,1,0,0
6665,類別命名符合標準,1,0,0
6666,方法命名符合標準,1,0,0
6667,是,0,0,0
6668,是,0,0,0
6669,只需要輸出最後贏家，然後輸出格式是錯誤的,1,1,0
6670,pass,0,0,0
6671,pass,0,0,0
6672,pass,0,0,0
6673,pass,0,0,0
6674,pass,0,0,0
6675,pass,0,0,0
6676,pass,0,0,0
6677,pass,0,0,0
6678,空的,0,0,0
6679,空的,0,0,0
6680,空的,0,0,0
6681,空的,0,0,0
6682,空的,0,0,0
6683,空的,0,0,0
6684,空的,0,0,0
6685,空的,0,0,0
6686,空的,0,0,0
6687,Pass,0,0,0
6688,Pass,0,0,0
6689,Pass,0,0,0
6690,Pass,0,0,0
6691,Pass,0,0,0
6692,Pass,0,0,0
6693,Pass,0,0,0
6694,Pass,0,0,0
6695,Pass,0,0,0
6696,,0,0,0
6697,,0,0,0
6698,使用CheckStyle,0,0,0
6699,,0,0,0
6700,,0,0,0
6701,,0,0,0
6702,,0,0,0
6703,,0,0,0
6704,使用CheckStyle,0,0,0
6705,沒寫,0,0,0
6706,沒寫,0,0,0
6707,沒寫,0,0,0
6708,沒寫,0,0,0
6709,沒寫,0,0,0
6710,沒寫,0,0,0
6711,沒寫,0,0,0
6712,沒寫,0,0,0
6713,沒寫,0,0,0
6714,執行結果正確,1,1,0
6715,編譯成功,0,0,0
6716,排版整齊,1,0,0
6717,括號一致,0,0,0
6718,變數命名符合標準,1,0,0
6719,類別命名符合標準,1,0,0
6720,方法命名符合標準,1,0,0
6721,是,0,0,0
6722,是,0,0,0
6723,Pass,0,0,0
6724,Pass,0,0,0
6725,Pass,0,0,0
6726,Pass,0,0,0
6727,Pass,0,0,0
6728,Pass,0,0,0
6729,Pass,0,0,0
6730,Pass,0,0,0
6731,Pass,0,0,0
6732,,0,0,0
6733,,0,0,0
6734,,0,0,0
6735,,0,0,0
6736,,0,0,0
6737,,0,0,0
6738,,0,0,0
6739,,0,0,0
6740,無註解,1,0,0
6741,pass,0,0,0
6742,pass,0,0,0
6743,pass,0,0,0
6744,pass,0,0,0
6745,pass,0,0,0
6746,pass,0,0,0
6747,pass,0,0,0
6748,pass,0,0,0
6749,pass,0,0,0
6750,執行結果正確,1,1,0
6751,編譯成功,0,0,0
6752,排版整齊,1,0,0
6753,括號一致,0,0,0
6754,變數命名符合標準,1,0,0
6755,方法命名符合標準,1,0,0
6756,方法命名符合標準,1,0,0
6757,是,0,0,0
6758,是,0,0,0
6759,輸入少了這個Enter the name of the Gym: 輸出要長這樣 Name: Blaze Type: Fire Level: 8 Candy：4 Class Name: Charizard Pokemon count: 3,1,1,0
6760,pass,0,0,0
6761,pass,0,0,0
6762,pass,0,0,0
6763,pass,0,0,0
6764,pass,0,0,0
6765,pass,0,0,0
6766,pass,0,0,0
6767,pass,0,0,0
6768,,0,0,0
6769,,0,0,0
6770,,0,0,0
6771,,0,0,0
6772,,0,0,0
6773,,0,0,0
6774,,0,0,0
6775,,0,0,0
6776,,0,0,0
6777,pass,0,0,0
6778,pass,0,0,0
6779,pass,0,0,0
6780,pass,0,0,0
6781,pass,0,0,0
6782,pass,0,0,0
6783,pass,0,0,0
6784,pass,0,0,0
6785,只有Main有一些註解,1,1,0
6786,pass,0,0,0
6787,pass,0,0,0
6788,pass,0,0,0
6789,pass,0,0,0
6790,pass,0,0,0
6791,pass,0,0,0
6792,pass,0,0,0
6793,pass,0,0,0
6794,只有Gym有註解,1,0,0
6795,全部沒寫,0,0,0
6796,全部沒寫,0,0,0
6797,全部沒寫,0,0,0
6798,全部沒寫,0,0,0
6799,全部沒寫,0,0,0
6800,全部沒寫,0,0,0
6801,全部沒寫,0,0,0
6802,全部沒寫,0,0,0
6803,全部沒寫,0,0,0
6804,編譯成功,0,0,0
6805,執行結果正確,1,1,0
6806,排版整齊,1,0,0
6807,括號一致,0,0,0
6808,變數命名符合標準,1,0,0
6809,類別命名符合標準,1,0,0
6810,方法命名符合標準,1,0,0
6811,是,0,0,0
6812,是,0,0,0
6813,是,0,0,0
6814,是,0,0,0
6815,是,0,0,0
6816,是,0,0,0
6817,是,0,0,0
6818,是,0,0,0
6819,是,0,0,0
6820,是,0,0,0
6821,是,0,0,0
6822,沒寫作業,0,0,0
6823,沒寫作業,0,0,0
6824,沒寫作業,0,0,0
6825,沒寫作業,0,0,0
6826,沒寫作業,0,0,0
6827,沒寫作業,0,0,0
6828,沒寫作業,0,0,0
6829,沒寫作業,0,0,0
6830,沒寫作業,0,0,0
6831,pass,0,0,0
6832,"pass請依照格式輸出
Name: Blaze
Type: Fire
Level: 8
Class Name: Charizard
Pokemon count: 3
",1,1,0
6833,pass,0,0,0
6834,pass,0,0,0
6835,pass,0,0,0
6836,pass,0,0,0
6837,pass,0,0,0
6838,pass,0,0,0
6839,pass,0,0,0
6840,,0,0,0
6841,"三個子類別 Psyduck, Charizard, Bulbasaur中的建構子只會接受一個參數 name",1,1,0
6842,,0,0,0
6843,,0,0,0
6844,,0,0,0
6845,,0,0,0
6846,,0,0,0
6847,,0,0,0
6848,,0,0,0
6849,沒看到東西,0,0,0
6850,沒看到東西,0,0,0
6851,沒看到東西,0,0,0
6852,沒看到東西,0,0,0
6853,沒看到東西,0,0,0
6854,沒看到東西,0,0,0
6855,沒看到東西,0,0,0
6856,沒看到東西,0,0,0
6857,沒看到東西,0,0,0
6858,,0,0,0
6859,對決要求等級相同比屬性克制，而不是比糖果數量,1,1,0
6860,,0,0,0
6861,,0,0,0
6862,,0,0,0
6863,,0,0,0
6864,,0,0,0
6865,,0,0,0
6866,大部分無註解,1,0,0
6867,編譯成功,0,0,0
6868,執行結果正確,1,1,0
6869,排版整齊,1,0,0
6870,括號一致,0,0,0
6871,變數命名符合標準,1,0,0
6872,類別命名符合標準,1,0,0
6873,方法命名符合標準,1,0,0
6874,是,0,0,0
6875,是,0,0,0
6876,pass,0,0,0
6877,pass,0,0,0
6878,pass,0,0,0
6879,pass,0,0,0
6880,pass,0,0,0
6881,pass,0,0,0
6882,Pass,0,0,0
6883,pass,0,0,0
6884,Pass,0,0,0
6885,pass,0,0,0
6886,Pass,0,0,0
6887,pass,0,0,0
6888,Pass,0,0,0
6889,Pass,0,0,0
6890,Pass,0,0,0
6891,Pass,0,0,0
6892,Pass,0,0,0
6893,Pass,0,0,0
6894,,0,0,0
6895,,0,0,0
6896,,0,0,0
6897,,0,0,0
6898,,0,0,0
6899,,0,0,0
6900,,0,0,0
6901,,0,0,0
6902,,0,0,0
6903,"No need to display level up information each input Pokemon name,avoid inputting either pokemon type or name below the outputEnter pokemon name...""(should be beside it not under it).""",1,1,0
6904,pass,0,0,0
6905,pass,0,0,0
6906,pass,0,0,0
6907,pass,0,0,0
6908,pass,0,0,0
6909,pass,0,0,0
6910,pass,0,0,0
6911,no explanation,1,0,0
6912,pass,0,0,0
6913,Candy: 3這個不用輸出,1,1,0
6914,pass,0,0,0
6915,pass,0,0,0
6916,pass,0,0,0
6917,pass,0,0,0
6918,pass,0,0,0
6919,pass,0,0,0
6920,pass,0,0,0
6921,PokemonUtil 類別 3. 常數（所有常數均為公開靜態常數）： 常數要加final,1,1,0
6922,Pass,0,0,0
6923,Pass,0,0,0
6924,Pass,0,0,0
6925,Pass,0,0,0
6926,Pass,0,0,0
6927,Pass,0,0,0
6928,Pass,0,0,0
6929,Pass,0,0,0
6930,,0,0,0
6931,,0,0,0
6932,,0,0,0
6933,,0,0,0
6934,,0,0,0
6935,,0,0,0
6936,,0,0,0
6937,,0,0,0
6938,,0,0,0
6939,沒有輸入道館名稱,1,0,0
6940,是,0,0,0
6941,是,0,0,0
6942,是,0,0,0
6943,是,0,0,0
6944,是,0,0,0
6945,是,0,0,0
6946,是,0,0,0
6947,是,0,0,0
6948,沒有程式,1,0,0
6949,沒有程式,1,0,0
6950,沒有程式,1,0,0
6951,沒有程式,1,0,0
6952,沒有程式,1,0,0
6953,沒有程式,1,0,0
6954,沒有程式,1,0,0
6955,沒有程式,1,0,0
6956,沒有程式,1,0,0
6957,沒看到東西,0,0,0
6958,沒看到東西,0,0,0
6959,沒看到東西,0,0,0
6960,沒看到東西,0,0,0
6961,沒看到東西,0,0,0
6962,沒看到東西,0,0,0
6963,沒看到東西,0,0,0
6964,沒看到東西,0,0,0
6965,沒看到東西,0,0,0
6966,未完成,0,0,0
6967,未完成,0,0,0
6968,未完成,0,0,0
6969,未完成,0,0,0
6970,未完成,0,0,0
6971,未完成,0,0,0
6972,未完成,0,0,0
6973,未完成,0,0,0
6974,未完成,0,0,0
6975,沒看到東西,0,0,0
6976,沒看到東西,0,0,0
6977,沒看到東西,0,0,0
6978,沒看到東西,0,0,0
6979,沒看到東西,0,0,0
6980,沒看到東西,0,0,0
6981,沒看到東西,0,0,0
6982,沒看到東西,0,0,0
6983,沒看到東西,0,0,0
6984,,0,0,0
6985,No need to print candy and not enough candy to level up,1,1,0
6986,,0,0,0
6987,,0,0,0
6988,,0,0,0
6989,,0,0,0
6990,,0,0,0
6991,,0,0,0
6992,,0,0,0
6993,沒有寫,0,0,0
6994,沒有寫,0,0,0
6995,沒有寫,0,0,0
6996,沒有寫,0,0,0
6997,沒有寫,0,0,0
6998,沒有寫,0,0,0
6999,沒有寫,0,0,0
7000,沒有寫,0,0,0
7001,沒有寫,0,0,0
7002,pass,0,0,0
7003,pass,0,0,0
7004,pass,0,0,0
7005,pass,0,0,0
7006,pass,0,0,0
7007,pass,0,0,0
7008,pass,0,0,0
7009,pass,0,0,0
7010,沒有註解,1,0,0
7011,,0,0,0
7012,,0,0,0
7013,,0,0,0
7014,,0,0,0
7015,,0,0,0
7016,,0,0,0
7017,,0,0,0
7018,,0,0,0
7019,Comment only in main,0,0,0
7020,,0,0,0
7021,,0,0,0
7022,,0,0,0
7023,,0,0,0
7024,,0,0,0
7025,,0,0,0
7026,,0,0,0
7027,,0,0,0
7028,,0,0,0
7029,pass,0,0,0
7030,pass,0,0,0
7031,pass,0,0,0
7032,pass,0,0,0
7033,pass,0,0,0
7034,pass,0,0,0
7035,pass,0,0,0
7036,pass,0,0,0
7037,pass,0,0,0
7038,empty,0,0,0
7039,empty,0,0,0
7040,empty,0,0,0
7041,empty,0,0,0
7042,empty,0,0,0
7043,empty,0,0,0
7044,empty,0,0,0
7045,empty,0,0,0
7046,empty,0,0,0
7047,,0,0,0
7048,,0,0,0
7049,,0,0,0
7050,,0,0,0
7051,,0,0,0
7052,,0,0,0
7053,,0,0,0
7054,,0,0,0
7055,,0,0,0
7056,,0,0,0
7057,,0,0,0
7058,,0,0,0
7059,,0,0,0
7060,,0,0,0
7061,,0,0,0
7062,,0,0,0
7063,,0,0,0
7064,No comments,0,0,0
7065,是,0,0,0
7066,是,0,0,0
7067,包裝未依要求,1,0,0
7068,是,0,0,0
7069,是,0,0,0
7070,是,0,0,0
7071,是,0,0,0
7072,是,0,0,0
7073,是,0,0,0
7074,成功,0,0,0
7075,符合,1,0,0
7076,整齊,1,0,0
7077,一致,0,0,0
7078,符合,1,0,0
7079,符合,1,0,0
7080,符合,1,0,0
7081,符合,1,0,0
7082,無註解,1,0,0
7083,是,0,0,0
7084,是,0,0,0
7085,是,0,0,0
7086,是,0,0,0
7087,是,0,0,0
7088,是,0,0,0
7089,是,0,0,0
7090,是,0,0,0
7091,否,0,0,0
7092,"但若第一個輸入為exit""，會跑不動。""",1,1,0
7093,是,0,0,0
7094,是,0,0,0
7095,是,0,0,0
7096,是,0,0,0
7097,是,0,0,0
7098,是,0,0,0
7099,是,0,0,0
7100,是,0,0,0
7101,,0,0,0
7102,沒用enum,0,0,0
7103,沒有排版,1,0,0
7104,,0,0,0
7105,,0,0,0
7106,,0,0,0
7107,,0,0,0
7108,,0,0,0
7109,,0,0,0
7110,,0,0,0
7111,輸出完全不同,1,1,0
7112,,0,0,0
7113,,0,0,0
7114,,0,0,0
7115,,0,0,0
7116,,0,0,0
7117,,0,0,0
7118,,0,0,0
7119,,0,0,0
7120,,0,0,0
7121,,0,0,0
7122,,0,0,0
7123,,0,0,0
7124,,0,0,0
7125,,0,0,0
7126,沒用checkstyle,0,0,0
7127,沒用checkstyle,0,0,0
7128,,0,0,0
7129,,0,0,0
7130,,0,0,0
7131,,0,0,0
7132,,0,0,0
7133,,0,0,0
7134,,0,0,0
7135,,0,0,0
7136,沒用checkstyle,0,0,0
7137,不能跑,0,0,0
7138,,0,0,0
7139,,0,0,0
7140,,0,0,0
7141,,0,0,0
7142,,0,0,0
7143,,0,0,0
7144,,0,0,0
7145,,0,0,0
7146,程式只能輸入一個寶可夢,1,1,0
7147,,0,0,0
7148,,0,0,0
7149,,0,0,0
7150,,0,0,0
7151,,0,0,0
7152,,0,0,0
7153,,0,0,0
7154,沒用checkstyle,0,0,0
7155,well,0,0,0
7156,good,0,0,0
7157,good,0,0,0
7158,well,0,0,0
7159,good,0,0,0
7160,well,0,0,0
7161,well,0,0,0
7162,good,0,0,0
7163,good,0,0,0
7164,well,0,0,0
7165,package缺少建立,1,1,0
7166,well,0,0,0
7167,good,0,0,0
7168,good,0,0,0
7169,good,0,0,0
7170,good,0,0,0
7171,well,0,0,0
7172,well,0,0,0
7173,well,0,0,0
7174,good,0,0,0
7175,well,0,0,0
7176,well,0,0,0
7177,good,0,0,0
7178,well,0,0,0
7179,good,0,0,0
7180,good,0,0,0
7181,well,0,0,0
7182,well,0,0,0
7183,缺少class name,0,0,0
7184,well,0,0,0
7185,good,0,0,0
7186,good,0,0,0
7187,well,0,0,0
7188,well,0,0,0
7189,good,0,0,0
7190,well,0,0,0
7191,,0,0,0
7192,,0,0,0
7193,,0,0,0
7194,,0,0,0
7195,,0,0,0
7196,,0,0,0
7197,,0,0,0
7198,,0,0,0
7199, 沒註解,1,0,0
7200,,0,0,0
7201,,0,0,0
7202,,0,0,0
7203,,0,0,0
7204,,0,0,0
7205,,0,0,0
7206,,0,0,0
7207,,0,0,0
7208,註解太少,1,1,0
7209,,0,0,0
7210,題目沒要求輸入錯誤的className輸出錯誤資訊，但可以加入，方便使用者確認輸入錯誤！,1,1,0
7211,,0,0,0
7212,,0,0,0
7213,,0,0,0
7214,,0,0,0
7215,,0,0,0
7216,,0,0,0
7217,,0,0,0
7218,"輸出應該只在程式末尾顯示，而不是每個輸入，封包oop""應該在""app""前面""",1,1,1
7219,是,0,0,0
7220,是,0,0,0
7221,是,0,0,0
7222,是,0,0,0
7223,是,0,0,0
7224,是,0,0,0
7225,是,0,0,0
7226,是,0,0,0
7227,是,0,0,0
7228,是,0,0,0
7229,是,0,0,0
7230,是,0,0,0
7231,是,0,0,0
7232,是,0,0,0
7233,是,0,0,0
7234,是,0,0,0
7235,沒有註解,1,0,0
7236,"輸出沒顯示Class Name: ""和""Pokemon count: """"",1,1,0
7237,是,0,0,0
7238,是,0,0,0
7239,是,0,0,0
7240,是,0,0,0
7241,是,0,0,0
7242,是,0,0,0
7243,是,0,0,0
7244,註解請寫多一點,1,0,0
7245,pass,0,0,0
7246,不須輸出糖果,1,1,0
7247,pass,0,0,0
7248,pass,0,0,0
7249,pass,0,0,0
7250,pass,0,0,0
7251,pass,0,0,0
7252,pass,0,0,0
7253,部分class沒註解,1,0,0
7254,"Exception in thread main"" java.lang.IllegalStateException: Scanner closed	at java.base/java.util.Scanner.ensureOpen(Scanner.java:1175)	at java.base/java.util.Scanner.findWithinHorizon(Scanner.java:1807)	at java.base/java.util.Scanner.nextLine(Scanner.java:1675)	at fcu.oop.app.Main.main(Main.java:20)""",1,1,0
7255,no,0,0,0
7256,pass,0,0,0
7257,pass,0,0,0
7258,pass,0,0,0
7259,pass,0,0,0
7260,pass,0,0,0
7261,pass,0,0,0
7262,只有Main有註解，其餘沒有,1,0,0
7263,java: getName() has protected access in fcu.oop.pokemon.Pokemon,1,1,0
7264,no,0,0,0
7265,pass,0,0,0
7266,pass,0,0,0
7267,pass,0,0,0
7268,pass,0,0,0
7269,pass,0,0,0
7270,pass,0,0,0
7271,pass,0,0,0
7272,符合,1,0,0
7273,成功,0,0,0
7274,整齊,1,0,0
7275,一致,0,0,0
7276,符合,1,0,0
7277,符合,1,0,0
7278,符合,1,0,0
7279,符合,1,0,0
7280,有註解,1,0,0
7281,戰鬥時神奇寶貝沒有升等，之外都正常。,1,1,0
7282,成功 種子種子,0,0,0
7283,整齊 種子種子,1,0,0
7284,一致 種子種子,0,0,0
7285,符合 種子種子,1,0,0
7286,符合 種子種子,1,0,0
7287,符合 種子種子,1,0,0
7288,符合 種子種子,1,0,0
7289,沒有種子種子註解,1,0,0
7290,符合，不過戰鬥時寶可夢未升等,1,0,0
7291,成功,0,0,0
7292,整齊,1,0,0
7293,一致,0,0,0
7294,符合,1,0,0
7295,符合,1,0,0
7296,符合,1,0,0
7297,符合,1,0,0
7298,有註解,1,0,0
7299,成功,0,0,0
7300,levelUp()沒有修改消耗糖果數量，題目有分3顆、5顆、7顆。其他都符合。,1,1,0
7301,整齊,1,0,0
7302,一致,0,0,0
7303,符合,1,0,0
7304,符合,1,0,0
7305,符合,1,0,0
7306,符合,1,0,0
7307,有註解,1,0,0
7308,成功,0,0,0
7309,符合,1,0,0
7310,整齊,1,0,0
7311,一致,0,0,0
7312,符合,1,0,0
7313,符合,1,0,0
7314,符合,1,0,0
7315,符合,1,0,0
7316,無註解,1,0,0
7317,Pass,0,0,0
7318,Pass,0,0,0
7319,Pass,0,0,0
7320,Pass,0,0,0
7321,Pass,0,0,0
7322,Pass,0,0,0
7323,Pass,0,0,0
7324,Pass,0,0,0
7325,Pass,0,0,0
7326,Pass,0,0,0
7327,Pass,0,0,0
7328,Pass,0,0,0
7329,Pass,0,0,0
7330,Pass,0,0,0
7331,Pass,0,0,0
7332,Pass,0,0,0
7333,Pass,0,0,0
7334,Pass,0,0,0
7335,沒寫作業TT..,0,0,0
7336,沒寫作業TT..,0,0,0
7337,沒寫作業TT..,0,0,0
7338,沒寫作業TT..,0,0,0
7339,沒寫作業TT..,0,0,0
7340,沒寫作業TT..,0,0,0
7341,沒寫作業TT..,0,0,0
7342,沒寫作業TT..,0,0,0
7343,沒寫作業TT..,0,0,0
7344,,0,0,0
7345,以下不符合的部分1. generateLevel()：回傳一個隨機等級（int），範圍從 1 到 MAX_LEVEL 之間的整數。2. displayInfo()：顯示寶可夢的詳細資訊，包括名稱、屬性、等級和糖果數量。,1,1,0
7346,,0,0,0
7347,,0,0,0
7348,,0,0,0
7349,,0,0,0
7350,,0,0,0
7351,,0,0,0
7352,,0,0,0
7353,沒寫作業TT..,0,0,0
7354,沒寫作業TT..,0,0,0
7355,沒寫作業TT..,0,0,0
7356,沒寫作業TT..,0,0,0
7357,沒寫作業TT..,0,0,0
7358,沒寫作業TT..,0,0,0
7359,沒寫作業TT..,0,0,0
7360,沒寫作業TT..,0,0,0
7361,沒寫作業TT..,0,0,0
7362,pass,0,0,0
7363,pass,0,0,0
7364,pass,0,0,0
7365,pass,0,0,0
7366,pass,0,0,0
7367,pass,0,0,0
7368,pass,0,0,0
7369,pass,0,0,0
7370,pass,0,0,0
7371,pass,0,0,0
7372,跑不動,0,0,0
7373,跑不動,0,0,0
7374,fail,0,0,0
7375,fail,0,0,0
7376,pass,0,0,0
7377,pass,0,0,0
7378,fail,0,0,0
7379,pass,0,0,0
7380,pass,0,0,0
7381,pass,0,0,0
7382,pass,0,0,0
7383,pass,0,0,0
7384,pass,0,0,0
7385,pass,0,0,0
7386,pass,0,0,0
7387,pass,0,0,0
7388,pass,0,0,0
7389,,0,0,0
7390,,0,0,0
7391,,0,0,0
7392,,0,0,0
7393,,0,0,0
7394,,0,0,0
7395,,0,0,0
7396,,0,0,0
7397,,0,0,0
7398,,0,0,0
7399,,0,0,0
7400,,0,0,0
7401,,0,0,0
7402,,0,0,0
7403,,0,0,0
7404,,0,0,0
7405,,0,0,0
7406,,0,0,0
7407,,0,0,0
7408,,0,0,0
7409,,0,0,0
7410,,0,0,0
7411,,0,0,0
7412,,0,0,0
7413,,0,0,0
7414,,0,0,0
7415,,0,0,0
7416,pass,0,0,0
7417,pass,0,0,0
7418,pass,0,0,0
7419,pass,0,0,0
7420,pass,0,0,0
7421,pass,0,0,0
7422,pass,0,0,0
7423,pass,0,0,0
7424,pass,0,0,0
7425,fail,0,0,0
7426,fail,0,0,0
7427,fail,0,0,0
7428,fail,0,0,0
7429,fail,0,0,0
7430,fail,0,0,0
7431,fail,0,0,0
7432,fail,0,0,0
7433,fail,0,0,0
7434,pass,0,0,0
7435,pass,0,0,0
7436,pass,0,0,0
7437,pass,0,0,0
7438,pass,0,0,0
7439,pass,0,0,0
7440,pass,0,0,0
7441,pass,0,0,0
7442,pass,0,0,0
7443,可編譯成功,0,0,0
7444,符合題目要求,1,0,0
7445,排版整齊,1,0,0
7446,括號一致,0,0,0
7447,符合,1,0,0
7448,符合,1,0,0
7449,符合,1,0,0
7450,符合,1,0,0
7451,有註解說明,1,0,0
7452,可編譯成功,0,0,0
7453,符合題目要求,1,0,0
7454,排版整齊,1,0,0
7455,括號一致,0,0,0
7456,符合,1,0,0
7457,符合,1,0,0
7458,符合,1,0,0
7459,符合,1,0,0
7460,有註解說明,1,0,0
7461,可編譯成功,0,0,0
7462,符合題目要求,1,0,0
7463,排版整齊,1,0,0
7464,括號一致,0,0,0
7465,符合,1,0,0
7466,符合,1,0,0
7467,符合,1,0,0
7468,符合,1,0,0
7469,有註解說明,1,0,0
7470,不做作業,0,0,0
7471,不做作業,0,0,0
7472,不做作業,0,0,0
7473,不做作業,0,0,0
7474,不做作業,0,0,0
7475,不做作業,0,0,0
7476,不做作業,0,0,0
7477,不做作業,0,0,0
7478,不做作業,0,0,0
7479,沒有檔案上傳,1,0,0
7480,沒有檔案上傳,1,0,0
7481,沒有檔案上傳,1,0,0
7482,沒有檔案上傳,1,0,0
7483,沒有檔案上傳,1,0,0
7484,沒有檔案上傳,1,0,0
7485,沒有檔案上傳,1,0,0
7486,沒有檔案上傳,1,0,0
7487,沒有檔案上傳,1,0,0
7488,無法執行,1,0,0
7489,無法印出,1,0,0
7490,well,0,0,0
7491,good,0,0,0
7492,well,0,0,0
7493,good,0,0,0
7494,good,0,0,0
7495,well,0,0,0
7496,good,0,0,0
7497,,0,0,0
7498,,0,0,0
7499,,0,0,0
7500,,0,0,0
7501,,0,0,0
7502,,0,0,0
7503,,0,0,0
7504,,0,0,0
7505,,0,0,0
7506,,0,0,0
7507,,0,0,0
7508,,0,0,0
7509,,0,0,0
7510,,0,0,0
7511,,0,0,0
7512,,0,0,0
7513,,0,0,0
7514,註解詳細,1,0,0
7515,,0,0,0
7516,,0,0,0
7517,,0,0,0
7518,,0,0,0
7519,,0,0,0
7520,,0,0,0
7521,,0,0,0
7522,,0,0,0
7523,no comment,0,0,0
7524,good,0,0,0
7525,well,0,0,0
7526,well,0,0,0
7527,good,0,0,0
7528,well,0,0,0
7529,good,0,0,0
7530,good,0,0,0
7531,well,0,0,0
7532,good,0,0,0
7533,程式碼跑不動,1,0,0
7534,pass,0,0,0
7535,pass,0,0,0
7536,pass,0,0,0
7537,pass,0,0,0
7538,pass,0,0,0
7539,pass,0,0,0
7540,pass,0,0,0
7541,pass,0,0,0
7542,fail,0,0,0
7543,fail,0,0,0
7544,pass,0,0,0
7545,fail,0,0,0
7546,pass,0,0,0
7547,無法編譯,0,0,0
7548,pass,0,0,0
7549,pass,0,0,0
7550,pass,0,0,0
7551,well,0,0,0
7552,沒有印出class name 不需要輸入gym,1,1,0
7553,well,0,0,0
7554,good,0,0,0
7555,good,0,0,0
7556,well,0,0,0
7557,good,0,0,0
7558,well,0,0,0
7559,well,0,0,0
7560,,0,0,0
7561,,0,0,0
7562,use CheckStyle,0,0,0
7563,,0,0,0
7564,,0,0,0
7565,,0,0,0
7566,,0,0,0
7567,,0,0,0
7568,many function no comment,1,0,0
7569,,0,0,0
7570,,0,0,0
7571,,0,0,0
7572,,0,0,0
7573,,0,0,0
7574,,0,0,0
7575,,0,0,0
7576,,0,0,0
7577,,0,0,0
7578,无法編譯,0,0,0
7579,无法編譯,0,0,0
7580,,0,0,0
7581,,0,0,0
7582,,0,0,0
7583,,0,0,0
7584,,0,0,0
7585,,0,0,0
7586,,0,0,0
7587,,0,0,0
7588,,0,0,0
7589,,0,0,0
7590,,0,0,0
7591,,0,0,0
7592,,0,0,0
7593,,0,0,0
7594,,0,0,0
7595,,0,0,0
7596,不能執行,1,0,0
7597,不能執行,1,0,0
7598,,0,0,0
7599,,0,0,0
7600,,0,0,0
7601,,0,0,0
7602,,0,0,0
7603,,0,0,0
7604,沒有註解,1,0,0
7605,,0,0,0
7606,,0,0,0
7607,,0,0,0
7608,,0,0,0
7609,,0,0,0
7610,,0,0,0
7611,,0,0,0
7612,,0,0,0
7613,,0,0,0
7614,沒有程式,1,0,0
7615,沒有程式,1,0,0
7616,沒有程式,1,0,0
7617,沒有程式,1,0,0
7618,沒有程式,1,0,0
7619,沒有程式,1,0,0
7620,沒有程式,1,0,0
7621,沒有程式,1,0,0
7622,沒有程式,1,0,0
7623,不能執行 你的getName是protected 導致不能運行 getName() has protected access in fcu.oop.pokemon.Pokemon,1,1,0
7624,不能執行 你的getName是protected 導致不能運行 getName() has protected access in fcu.oop.pokemon.Pokemon,1,1,0
7625,,0,0,0
7626,,0,0,0
7627,,0,0,0
7628,,0,0,0
7629,,0,0,0
7630,,0,0,0
7631,,0,0,0
7632,pass,0,0,0
7633,pass,0,0,0
7634,pass,0,0,0
7635,pass,0,0,0
7636,pass,0,0,0
7637,pass,0,0,0
7638,pass,0,0,0
7639,pass,0,0,0
7641,	空的,0,0,0
7642,	空的,0,0,0
7643,	空的,0,0,0
7644,	空的,0,0,0
7645,	空的,0,0,0
7646,	空的,0,0,0
7647,	空的,0,0,0
7648,	空的,0,0,0
7649,	空的,0,0,0
7650,,0,0,0
7651,,0,0,0
7652,,0,0,0
7653,,0,0,0
7654,,0,0,0
7655,,0,0,0
7656,,0,0,0
7657,,0,0,0
7658,没有,0,0,0
7659,"Enter the class of the Pokemon (Psyduck, Charizard, Bulbasaur) or enter 'exit' to end: PsyduckEnter the class of the Pokemon (Psyduck, Charizard, Bulbasaur) or enter 'exit' to end: Exception in thread main"" java.lang.IllegalStateException: Scanner closed	at java.base/java.util.Scanner.ensureOpen(Scanner.java:1175)	at java.base/java.util.Scanner.findWithinHorizon(Scanner.java:1807)	at java.base/java.util.Scanner.nextLine(Scanner.java:1675)	at fcu.oop.app.Main.main(Main.java:20)""",1,1,0
7660,no,0,0,0
7661,pass,0,0,0
7662,pass,0,0,0
7663,pass,0,0,0
7664,pass,0,0,0
7665,pass,0,0,0
7666,pass,0,0,0
7667,只有Main有註解，其餘沒有,1,0,0
7668,,0,0,0
7669,,0,0,0
7670,,0,0,0
7671,,0,0,0
7672,,0,0,0
7673,,0,0,0
7674,,0,0,0
7675,,0,0,0
7676,,0,0,0
7677,,0,0,0
7678,,0,0,0
7679,,0,0,0
7680,,0,0,0
7681,,0,0,0
7682,,0,0,0
7683,,0,0,0
7684,,0,0,0
7685,,0,0,0
7686,didn't do homework,0,0,0
7687,didn't do homework,0,0,0
7688,didn't do homework,0,0,0
7689,didn't do homework,0,0,0
7690,didn't do homework,0,0,0
7691,didn't do homework,0,0,0
7692,didn't do homework,0,0,0
7693,didn't do homework,0,0,0
7694,didn't do homework,0,0,0
